"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","NlVald","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjVhvHP4GMxvaOmsbavb5GJzi_tTo7IxWvnTlGTvJfSykJDWfVA=w36-h36-p-rp-mo-ba4-br100","Spider Green","Local Guide · 92 reviews · 19 photos","5 years ago","It is never pleasant to have to go to the hospital, but the information you receive there is certainly in order. Cheers","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjVUDNKTHsEX_YrGefh3N2hOoVzAzrePbyw09SiyQm1ixUBnMoVs=w36-h36-p-rp-mo-ba4-br100","Carlos de Jonge","Local Guide · 103 reviews · 64 photos","5 years ago","Knowledgeable people, Burgundian character","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLCGM0eqrLkfpns-4C97t-kkznwPAYktnEqk5B-GM4hTWw7mQ=w36-h36-p-rp-mo-br100","Bert Serneels","4 reviews","5 years ago","Reception and signage are substandard. The hospital is largely outdated and customer registration is not well organized. I was waiting for more than an hour because they had not registered me properly in the 'system'. Very unprofessional. Not a bad word about the doctors.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjV6_zOa5N-dxHoQ0IK-fQP3-OD1rICdLg2lirvontwRxbfwGnY=w36-h36-p-rp-mo-ba2-br100","Jeremy Johnson","Local Guide · 6 reviews · 2 photos","5 years ago","Friendly doctors and nurses.
But every time we have an appointment we have to wait MORE than an hour for MKA, this could be better.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIzowrXHb4yneHG3DfBvEqeQ7NqXCwyAShyIpRDn_prf8Ofrw=w36-h36-p-rp-mo-br100","nisrine nisrine","","5 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWkleK60W0GMFbfDZfNSIX4DZpk_2Ow-XajUlnIVAMyYkkzxas=w36-h36-p-rp-mo-ba4-br100","Philippe van Rijswijck","Local Guide · 6 reviews · 130 photos","5 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ-QPnBZQHZY3EYwbfQcFULNo2quneZiduvRTtAsJma9aM7NQ=w36-h36-p-rp-mo-ba6-br100","Melissa Hgd","Local Guide · 72 reviews · 100 photos","5 years ago","Simply, the best hospital there is. Professional assistance, friendly, good speed...
Here they will help you if another hospital does not know what to do or does not want to admit you.
Very good aftercare for patients, an excellent cafeteria and a convenient Delhaize.
Lots of parking, and, of course depending on which service, you can make an appointment fairly quickly.","Translated by Google","・","See original (Dutch)","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjVUWnLAMgGypjjDS-4chIS0ROdRsdzNCOx3eB0TckufDRqLT_j7=w36-h36-p-rp-mo-ba4-br100","LUC VAN ACKER","Local Guide · 7 reviews","5 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVxtPDD13t5lrgDAm5aXyvRka3Ol0epuOz87DzIBUFOdUHNNaM=w36-h36-p-rp-mo-ba5-br100","C. Cayenberghs","Local Guide · 8 reviews · 6 photos","5 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI3ufbWwocHgB-J0lTGbmHpBzFGO5ZNfLyrY54rCvMhpjfXfA=w36-h36-p-rp-mo-br100","Cees Hommel","1 review","5 years ago","Making an appointment was quick!","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWlmD9uurdhPGKftfXDiAW6u3Ov5XkAWO7dZ7QkGPWzmhHZZ44SbQ=w36-h36-p-rp-mo-ba5-br100","Muresan Iulia","Local Guide · 203 reviews · 160 photos","5 years ago","The staff I dealt with were very nice, very friendly, smiling and very willing to help. I came with the child from Romania to Mrs. dr. Tassignon who is a doctor of millions with a lot of patience, calm and very nice and kind.
The medical staff very attentive and smiling, eager to help. We all understood each other in English.
Cleaning, large salons with wc in salon. The toilet has toilet paper and there are chairs and toilet paper in the lounge area. In the salon there were surgical masks and gloves, a flat water bottle with a disposable cup, disinfectant solution that was actually full. The living room is also equipped with a closet for clothes and a smaller closet with a mini-fridge and a drawer with a code. Soap, I didn't understand why it's not in such conditions, but no...
What seemed strange to me about Romania is the fact that everyone in the hospital is dressed in their home clothes, not pajamas, and what I didn't like at all is the fact that both the medical staff and the admitted patients walk around in outside shoes. In Romania, medical staff and patients wear indoor shoes. Many microbes are brought in from outside.
LG TV in room plus free wifi. All conditions were beyond my expectations.
So yes hospital. I was very satisfied.","Translated by Google","・","See original (Romanian)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocLKRXFK4FrsRfbpmDH7T130UGMpYpGh67UcotQs5SjObfsVSQ=w36-h36-p-rp-mo-br100","Larbi B","3 reviews","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWnFCC_dFDYnKHt-Zuy8E4LU1UnoXfqXLc_WE9Brm4_UoHLGaHK=w36-h36-p-rp-mo-ba3-br100","Jean Louis Bleu","Local Guide · 10 reviews · 30 photos","Edited 6 years ago","I am grateful to the hospital and the staff who saved my life for the rest of my life. Of course, many will tell me that a French hospital would have done the same thing, but go and spend six weeks in hospital at UZA and you will understand the difference, I am French. Long life to you all, intensive care unit 1 and route 66 medicine, nurses and nurses always in my thoughts.","Translated by Google","・","See original (French)","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocJZb9t3EoKg2ebulfW9Tcns5GZRYwJOohYH2TeetYGC5gCK8Q=w36-h36-p-rp-mo-ba3-br100","Sophie Hansart","Local Guide · 43 reviews · 29 photos","6 years ago","Made an appointment months in advance at 9:50 am. The day before, still no message with directions to the hospital. Then I called myself and received confirmation that I had to be there at that time via a certain route.  The person who actually made the appointment, Junior, had put my phone number in the wrong box. An hour later I narrowly miss a phone because I am changing my son, I immediately receive a call back and arrive at an exchange that immediately called me back because they did not know who had called. No more phone calls. I leave for my appointment on time and suddenly receive a message that I have to be there half an hour earlier. When I arrived completely stressed, I checked in. The lady at the counter tells me casually that she knew Junior, he often makes mistakes and oh, don't stress because the surgeon is still in the operating room and the first appointment has already been waiting for more than an hour. It is now extremely difficult for me to provide care for my two sons (physically limited) and I have quite a bit of experience with hospitals because of this and I have not experienced this in the last year. Well organized at UZ Leuven and UZ Sint Maarten, on time, clear where you need to be in advance so that you can plan everything with those at home. And if that doctor will be in the operating theater for many hours to come, should he notify the patients so that their appointment can be rescheduled? What a disappointment!
Edit: after an hour an assistant of the doctor came to speak to me, apparently the doctor was not even on the list for consultations and everything went wrong with booking the appointment and the communication from the counter afterwards. Anyway, it was the first and last time. Shame!","Translated by Google","・","See original (Dutch)","","","","Share","Like","7"
"https://lh3.googleusercontent.com/a-/ALV-UjUoNrxK20zjiPPtk6B03k-sVbzpHOiQihXpYIExYIZ4NRzNHkKrnQ=w36-h36-p-rp-mo-ba4-br100","sisi Mabanza","Local Guide · 87 reviews · 32 photos","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9JdB7MivoeJRTmcHBidLufGzOxc5R8VL_LzNbaXe8Tdaf1To=w36-h36-p-rp-mo-ba2-br100","Sarah Cautaerts","Local Guide · 19 reviews · 5 photos","Edited 6 years ago","a top clinic, fell in the morning with a jar of jam, a piece of glass was completely in my hand, I fainted, called the doctor and had to go straight to the emergency room, arrived no waiting times and was very well taken care of, took pictures and now completely recovered, thank you.","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUQUXlnckL4RT1VVT07EZWprQuTitJHcuwHRS42n4RZZFGUMfpnWg=w36-h36-p-rp-mo-ba3-br100","Sofie Verhaegen","Local Guide · 26 reviews","6 years ago","A fantastic hospital except for the emergency department which is a disaster. The first time I came in with an injured foot. The doctor said I would be able to play sports again within three days. However, two days later I was walking around with a cast. The second time I came in with a severe allergic reaction. I had written down all the products and food I had taken as this can be useful (while I had an immense itch and my throat was almost closed). They did not take this into account at all, which is why I had to tell my story all over again no less than 7 times. This also caused me problems at the allergy department later on.","Translated by Google","・","See original (Dutch)","","","","Share","Like","11"
"https://lh3.googleusercontent.com/a-/ALV-UjXXp7_ktRs5hKm0mAfLNP1JfNsoMuXFZ1COhIY-dhe-miU5sY6HjA=w36-h36-p-rp-mo-ba5-br100","moederjoke Jansen","Local Guide · 202 reviews · 328 photos","6 years ago","I went in December, very friendly nurses and doctors, but difficult to understand. In May I have to go to the cardiologist again","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocKKziVODG8LcEeCWDUEWf0cOd7w7weQz8IIb1osiTmGKZ_1gw=w36-h36-p-rp-mo-br100","Georgina G.","9 reviews · 2 photos","6 years ago","So bad, almost died there, didn’t get any help at emergency dep, was sent home with a heavy viral infection because they couldn’t ‘find’ it in my blood, completely ignoring other symptoms as losing all strength in muscles and feeling almost ‘paralyzed’. The existence of viral infection  was confirmed later by my GP due skin reaction on long term viral infection. Survived by a miracle of acupuncture in China town, but still struggling with health as immune system is completely exhausted after months of fever and no treatment.","","","","","","","Share","Like","8"
"https://lh3.googleusercontent.com/a/ACg8ocKvkDibbaGhQEA1qzqZzXwvew5vU_0ncboYM2F4GkmDSbbtuw=w36-h36-p-rp-mo-ba4-br100","Jeroen De Vos","Local Guide · 85 reviews · 315 photos","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKZjugKuuNGuJkr5ZKikWvp9K_jPgvToqj1f42JUB69e06bTA=w36-h36-p-rp-mo-ba4-br100","Wendy Schellekens","Local Guide · 72 reviews · 28 photos","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX_T4uGuYeFzxt2tDLyFG9dO-cL2YMHdsEGgjpktjqk3UfNbBDG=w36-h36-p-rp-mo-ba3-br100","Luca Van Dael","Local Guide · 11 reviews · 62 photos","6 years ago","I just had surgery on my collapsed lung and I am very satisfied with this hospital. Very skilled doctors and friendly nurses. Definitely recommended, great hospital!","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocJSvK94eeCThp5tqgR-a2zM8H6HJOFSPYnA2ty8XXhR5NGx7A=w36-h36-p-rp-mo-br100","Lucas Vander Voorde","13 reviews","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJSmsXSM0t5QEVaX-E95t2PC8RJvH5qScDp_AESXIENDveqvwU=w36-h36-p-rp-mo-ba3-br100","Jules Siaens","Local Guide · 68 reviews · 5 photos","6 years ago","I didn't get him professional treatment for that money, I could see what more they do","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjV4WjlIzitkVnQQbropFeZsD7HjZG64sdwy_leejeHtqKlJAcct=w36-h36-p-rp-mo-ba3-br100","Robin Stas","Local Guide · 51 reviews · 5 photos","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUJZpmceJbMTO154KcEpyLTcP25Y5KtnbLFaEMlc7gibpHW_5eK=w36-h36-p-rp-mo-br100","Kepi","12 reviews · 1 photo","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLsuV68SjCDTTA2wQ2Wr5hzjHZteQbv5TjYctySKWRTn7JzlQ=w36-h36-p-rp-mo-br100","Anna Vi","12 reviews · 1 photo","6 years ago","Very sad experience in pediatrie today. Left our whole family completely broken. Our 10 month baby had a severe rash after wrong advice of a pediatre and didn’t sleep all night before the MRI. She was crying her heart out and scratching her belly to blood. She was not allowed to eat or drink for 10 hours  before..We had to hold her hands to prevent her from scratching all the way to the hospital. They said pediatre will come but it turned out to be only assistant. She said she has a cream for it and she will make sure it will be put straight after procedure when the baby wakes up. The procedure was 3h late, the doctor has disappeared, none of the nurses informed us what to do. The baby woke up after anaesthesia and started itching like crazy. They said the doctor will come to examine within 30 min max or even faster. Guess what? The doctor never came, her assistant came 2 hours later only with prescription that we already had from before ( the previous doctor promised to put medicine straight away and disappeared forever). On top of that if you ask something they always say how busy they are and how they have a queue of 100 dying babies to make you feel guilty for this while 5 nurses are chatting in the reception. This is complete misguisguidance, horrific time management and false promises. If we knew it would be like that - we wouldn’t waste 3-4h of time after not sleeping for 24h while our baby is suffering  and will have found a different solution. We were falsely adviced by nurses or the assistant on the phone that doctor is coming any minute throughout 3 h time while baby was hungry and in terrible rush. Nobody checks the baby and said if we can leave or not. With this unskillful time management and lack of organisation it’s no surprise there is a queue of babies who need help and no time for treat them. All they told me is that if your baby isn’t dying it’s ok. At least we could be informed not to waste our time and let our baby suffer, but no one at all seemed to care at route number 10.","","","","","","","Share","Like","9"
"https://lh3.googleusercontent.com/a/ACg8ocJmt6UD5L0GTZHVO0ul52hA8JoYW1CXxgmw-tURyF9o-nJ3Vnlf=w36-h36-p-rp-mo-ba2-br100","Kathleen VL","Local Guide · 10 reviews","6 years ago","Half a year ago, I spent two days in the sleeping center of this hospital. I got a very unkind nurse the first day who treated me like I was a 5-year-old child who did something bad all the time & was not capable of doing the simple task of putting correctly in the computer what I wanted to eat of the menu. Constantly denegrating comments...! If you don't like your current job, please quit instead of spreading your unhapiness on to your patients.
I have sleep deprivation for more than 4 years, which showed in the test results and was sent back home with only a stupid comment that I'm responsible for it myself, when I tried every method there is to get more sleep. You need years of getting a degree at university to call yourself a specialist, but you are unable of fixing a standard sleeping issue...? If you're looking for a solution for your sleeping problem, look further.
Further, this is a facility to get people healthy, maybe offer something healhier to eat than pieces of old bread twice a day and fruit that is beyond fresh. + Worst coffee I drank in my entire life.","","","","","","","Share","Like","11"
"https://lh3.googleusercontent.com/a/ACg8ocKx1eGDWwJL_HKNoYqise78ZUAFdV-kb-UAwFDbKPXt38TRJw=w36-h36-p-rp-mo-br100","Wilma Reints","2 reviews","6 years ago","Great hospital. With only lovely doctors and assistants.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocI0Y2zcymbML3MtIkOS_Y4xuTY4kLlKMAjFxSnGB9zGO7TlVQ=w36-h36-p-rp-mo-br100","Abdel Hollandia","2 reviews","6 years ago","The telephone operators are very unfriendly and aggressive. This is not an incident. Just read more reviews, other people also suffer from this. Happened to me more often. In addition, there are very long waiting times. And you may be faced with unexpected costs. These costs are related to - not having the knowledge - in the department, after which you are the victim. Good luck everyone.","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUY85h02joqaZcfpJZyWtAMPgd1qTXMVP9y4Ded-NWSKom_PK7H=w36-h36-p-rp-mo-br100","Mujo Mujić","","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKeJaiM3X7j7-7H2kgwBg5XNBwXT6_OlT9K5ObWpItbHfO18_I=w36-h36-p-rp-mo-ba6-br100","Walter Van coninckxloey","Local Guide · 426 reviews · 1 photo","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKycLsCKz3VBVHSQQg5O_G5qbKvXivSVoK9dw0SGwiN0zatVY7X=w36-h36-p-rp-mo-ba5-br100","Sven Van Lommel","Local Guide · 16 reviews · 469 photos","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUFCxGXOBdSntUU4KnlP7e7Mz0GBzC4Qz72Dz2m00e1Q-_0XT7U=w36-h36-p-rp-mo-br100","Charles Gamble","","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU0nu8vy3l4WB7IcgiFWQ0Ap7mc9IjBPAlgq8D0DM9BinNfflJx=w36-h36-p-rp-mo-br100","David Verbelen","9 reviews · 2 photos","Edited 6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXOKq9fmb47KCmQStEzN0_ilE5FeQz7VL4zXnqefWEYSbLRAck2kA=w36-h36-p-rp-mo-ba4-br100","Snj Vrctrn","Local Guide · 91 reviews · 39 photos","6 years ago","Impersonal, rushed, curt, no consultation or explanation about future medication, unfriendly
(Except the Prof himself)","Translated by Google","・","See original (Dutch)","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjVENCHmpseBM2LRcH3hmkD2q4rj01D-TpF3ZVrgIlcSrnd-jT-5Ow=w36-h36-p-rp-mo-ba5-br100","R","Local Guide · 143 reviews · 834 photos","6 years ago","Top hospital.
I have browsed through the reviews and I notice that many people are not satisfied with their waiting times. For these people I have a reality check.
This is a hospital, not a cash register of the GB where the first in line is also the first to leave. No. This is a hospital, here the rule is that the people who are most in danger of life get priority. So while you are waiting with your hernia or your cold sore, it is possible that the doctors are first busy with the people who have just been brought in by ambulance who have just had a serious car accident. Saving lives. I can imagine that your hernia hurts and your cold sore looks suspicious, but a broken neck and internal bleeding are just a little more urgent.
Give the staff some respect and time, if you press the bell 5 times during an urgent intervention, you may well have to wait even longer because you are forcing a member of staff to come to you.

Moreover, if you start lashing out at a hospital on Google like David Verbelen below, you should really be ashamed of yourself. ""As CEO of one of the largest companies in Belgium. Sir, you are an independent florist...

If you really want to lash out at the hospital, I can advise you to do this directly at the UZA itself, to their ombudsman or the complaints department. (Yes, they have them there!) Google reviews will not solve this for you.","Translated by Google","・","See original (Dutch)","","","","Share","Like","17"
"https://lh3.googleusercontent.com/a-/ALV-UjVdQLHeZH6za7M4xT2JZiM3KTO54kzkETr3LwBFjghLN8j3svGm=w36-h36-p-rp-mo-ba3-br100","Wesley Lambotte","Local Guide · 37 reviews","6 years ago","Beautiful","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocK9k5FUvMMiWblDPgVNFh_HhguHVWbX4qAeISI4V512JzeAdA=w36-h36-p-rp-mo-br100","Nancy Garay","13 reviews","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXzGHLA9ytSc8ZM64ujzQX3t1Jc_wSITPeuV-JRxkPqXwUMhNw5ZQ=w36-h36-p-rp-mo-ba8-br100","Nicolas De Smyter","Local Guide · 1,685 reviews · 7,874 photos","Edited 6 years ago","Most of the time when you visit a decompression tank, it is not for fun. But this time we actually did visit it for fun. Really interesting. They give you some information about for what the decompression tank is used, next to dive accidents. They also explain the working of the tank, and answer all questions you could have. They are really well informed and are happy to explain it. You of course can do a dive and test some things out: 1/ whistle below 20m is almost impossible 2/ holding your breath is a lot easier 3/ you have a funny voice below 20m 4/ temperature differences going up or down 5/ bring 2 balloons: 1 you blow up before, and 1 you blow up during on your deepest point","","","","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjVs954-WchX9XjfDeEWH6yVh6r3E7E7Pjr_EvToE_zOdgV8zalp=w36-h36-p-rp-mo-br100","ياسين البدوي","6 reviews","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUF9_rXnj7iDDlAoxMF8kNd067-dOHCw5zQNUbTVjZp_6N0N1Za7w=w36-h36-p-rp-mo-ba4-br100","Wim Dobbels","Local Guide · 167 reviews · 82 photos","6 years ago","For my 3rd jaw operation I had to go to the UZA, the previous 2 were in AZ Monica and went well. The UZA was a disaster, I had been to the anesthesia in advance for a pre-op interview a week before the operation, and I was also told there again to be on time, 6:30 in the morning, because my operation was supposedly one of the first on the list. Day of the operation, my partner took 2 days off to be able to feed me and help me a bit. First I had to wait an hour before we were allowed to go to the room, then without any news (I had to remain sober the entire time) I had to wait until 15:30 in the afternoon for an operation that was scheduled for the morning. And now the worst: DR A comes to tell me that DR B cannot be present and that the operation should therefore be postponed to another date. Very angry, especially because of the total lack of communication! None of the nurses knew anything, every time I asked when it would be my turn (my partner still had to go and get her daughter) I got the answer that I insist and that I just have to be patient. Never again uza!","Translated by Google","・","See original (Dutch)","","","","Share","Like","10"
"https://lh3.googleusercontent.com/a/ACg8ocJLj5mHY8Nyzca4Rx2Iu5WQ1B6tFW2-QMA0pnbjkql1VdopBLuY=w36-h36-p-rp-mo-ba2-br100","M P","Local Guide · 18 reviews · 5 photos","6 years ago","I am very satisfied, come to different departments; but be treated with respect!","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocLeDbKWVhR0OGm6j_TZzBO-btEoNaGbTitvBRVSrwqxiziZew=w36-h36-p-rp-mo-br100","Arman Raad","12 reviews","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI3g7WK-yAybFzltXY2ILsGQQKjYQrr5RI6AbB1B62BOY7rKA=w36-h36-p-rp-mo-br100","Francine Dufour","1 review · 1 photo","6 years ago","At the end 🔚 …","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXtQPeSqdatPPeJR3pDEx7jl--TS4c6tM0Qrz8mop6vWMvEcJQ=w36-h36-p-rp-mo-br100","UFC BOXING","","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXbjT87YJKaxNCiHzVErEySAaXStPnlkgZLSgAKp-9U67UNvMRP=w36-h36-p-rp-mo-ba2-br100","Yo","Local Guide · 25 reviews · 19 photos","6 years ago","The Dermatology Department has a waiting period of more than three months! Really absurd and very patient-unfriendly!","Translated by Google","・","See original (Dutch)","","","","Share","Like","7"
"https://lh3.googleusercontent.com/a/ACg8ocKqTHnWE69VwaU4d6L01gGYvqaJwUrTveiub4P8cQ1hstsvqCNA=w36-h36-p-rp-mo-ba7-br100","ia7311","Local Guide · 655 reviews · 9,190 photos","6 years ago","Large clinic.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLmVOqUZI1A_GtgCXEYzyzpB34z0t0dmozNJQbRP-TKlRdxMA=w36-h36-p-rp-mo-br100","Rahul MF","27 reviews","6 years ago","Reported to the emergency room yesterday, everything went smoothly and efficiently, friendly staff.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocItWVkIATuWfW1U05nsqfUkM8XnoRuMT3AbkBPZBibptA7TDg=w36-h36-p-rp-mo-br100","Jos Wieërs","20 reviews · 19 photos","6 years ago","Okay, better than U.Z. Leuven!","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIMQP86blxaX12h3t2BSZlvKWhthoJL5JnUVSjubh3BL9X28Q=w36-h36-p-rp-mo-br100","Carin Mullie","1 review","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUYr1tazpvEKkwCafhNnUr5pp6GVT0IZUtEwlZxUDLuwlGe3St21g=w36-h36-p-rp-mo-ba4-br100","Eric Taelman","Local Guide · 25 reviews · 599 photos","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUCQC_LP7n1KSpJIxj-e1gO96JV_qh6mRiQaGI2wB7YQkvaX_uw=w36-h36-p-rp-mo-ba5-br100","Nathan Severeijns","Local Guide · 254 reviews · 140 photos","6 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKAzfl0H79j7T6aRCnCbhMZFnetrhD-SKJNpnorAWbWcpIURA=w36-h36-p-rp-mo-ba5-br100","Leo Van Looveren","Local Guide · 266 reviews · 386 photos","7 years ago","Not a nice place to come
Department C3 and recovery, very nice people","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWGgtW-5px2aa_Lxi1DvOWmsjaCIUGXEfhkIECqudzwVLKkSSNwWg=w36-h36-p-rp-mo-ba5-br100","Marjo Keij","Local Guide · 199 reviews · 719 photos","Edited 7 years ago","I have no complaints about the UZA. In the Netherlands I was not helped further with a hernia, here I was operated on successfully within a month! The neurologist also listened to my complaints and explained everything clearly that was shown on the scan","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocJDZDBCkuwgSxzICxHgZv_ryNtL4VYpYgZWgbGOW1g0pDNXow=w36-h36-p-rp-mo-br100","Sema Utlu","","7 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL-g8MRkqv00HVkTlVYPTUs1R3FeONGiGFEoRinvlsJjG8bvw=w36-h36-p-rp-mo-br100","Elens raymond","14 reviews · 3 photos","7 years ago","Operations and aftercare","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocL8fwrJS5xl3PwNwnwXOsUG4Y_SfjtewKTDwU8cdZKi4f3Ahg=w36-h36-p-rp-mo-br100","soufian boujdaine","","7 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocK9uwRNP_cIUFgT7vBkltANq4mJE8y8BZyH505ZW1U2eXXuJbxv=w36-h36-p-rp-mo-br100","Marc Pelsmaekers","11 reviews","7 years ago","UZA = A big factory where number so many is treated! 👎
Substandard patient care and arrogant doctors who would like to get you out as soon as possible!!
Elderly people are treated absolutely without respect, whether they are good or bad on their feet!?
They are placed in a shed and left to their fate and after a long wait for help they have to find the solution to the problem themselves!","Translated by Google","・","See original (Dutch)","","","","Share","Like","20"
"https://lh3.googleusercontent.com/a/ACg8ocIWV_bgalhQqL9vK0d9B88xkKlXcdBvXYn8HN2vsRQwVUdY4w=w36-h36-p-rp-mo-ba3-br100","Kathleen Roofthooft","Local Guide · 4 reviews","7 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIZO-__ECld-W-0w7JQP2tMP5DC0iHEc0PQOUhMRIDvNP4DQg=w36-h36-p-rp-mo-br100","michieldf","3 reviews","7 years ago","Maternity and neonatology, both services with fantastic people! Both doctors and nurses are great!","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocLi_vX6apMIVaFo6dolgCv6shs-U8mp_iY7f12LYSs1Jll_Ow=w36-h36-p-rp-mo-br100","bilal diab","","7 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXvY8GkxIfrLOQdziDQFiMxhtoNBBj7TIfEK1mwgc4nn8ur3kNc=w36-h36-p-rp-mo-br100","Nomaz Ali","3 reviews · 4 photos","7 years ago","Golap Hufssain","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV0oJv9SR4AIiAyKi_teS98FLb0sgQ2k5Ouu5qG40PWTes0utE=w36-h36-p-rp-mo-ba4-br100","Dotax","Local Guide · 99 reviews · 373 photos","7 years ago","Been to various departments and generally a good hospital.","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocL0i6Pl-4adTDyuqPO-s9gPQNwSzYLx3Hr88YKQvxK2VF6n5Q=w36-h36-p-rp-mo-ba5-br100","Q","Local Guide · 317 reviews · 460 photos","7 years ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXk5i6IRTEuIjL89O1bPJxwvIeMycTbkptp_hQcMouL_3ixrbsW=w36-h36-p-rp-mo-ba3-br100","Bart Creyf","Local Guide · 9 reviews · 68 photos","7 years ago","","","","","","","","","",""
