"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjWSUtOElxL93LVt_5Wid34RJuPa6fYOsaaFvfpvI63PG8yZw98h=w36-h36-p-rp-mo-ba6-br100","Sun Shine","Local Guide · 113 reviews · 4,911 photos","6 years ago","Good","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUsLFQvG54S67wgVwBPa0j86JJn_PbOZijtF_YLUf3JO1jqSa17=w36-h36-p-rp-mo-ba3-br100","Giovanni DV","Local Guide · 60 reviews · 9 photos","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX9L_GQzoe71A6ehufJrjMKHSoUH-MY1ju7_MkiDMkzlKkH6aU=w36-h36-p-rp-mo-br100","Daniel Brondelet","63 reviews","6 years ago","Cataract treatment Professor Kestelijn, and Mrs. De Meyer, currently for Macula Deur Neu problem","Translated by Google","・","See original (French)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWGVhVYmVi8cgQbBGNsfSBkf0SLElB9wn6ZmhyKNahxHHCGALAuAQ=w36-h36-p-rp-mo-ba4-br100","Ilse De Graeve","Local Guide · 55 reviews","6 years ago","Unfortunately, I've been there many times, but I wouldn't want another hospital, here they are really human in all areas and always friendly and that's what you need when you go to a doctor!","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjUOJkUNwfWbdQeD740hw_Mby6j00menuWLZWYGE3CrbpklnzJvQRg=w36-h36-p-rp-mo-ba4-br100","Jorg R.","Local Guide · 87 reviews · 1 photo","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocId3aCShj6lPKvaWNhRvah6T4HsLNGVAaPRKqqFv7CgqFh9Ig=w36-h36-p-rp-mo-ba3-br100","N. VdS","Local Guide · 7 reviews","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVFKg5KS89sxz003Xdx7eTDUCxciraMBD9b1rakyhEAGJ7fvfcrnw=w36-h36-p-rp-mo-ba6-br100","kenny suykens","Local Guide · 452 reviews · 1,692 photos","Edited 6 years ago","Always good care on the way home","Translated by Google","・","See original (Dutch)","","","Share","Like","9"
"https://lh3.googleusercontent.com/a-/ALV-UjXv2tNL8RYck2Di7UDPgIzeMAo06X7OQXD53i8eT9-plxAGUR8b=w36-h36-p-rp-mo-br100","Sabrina Obsomer","","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX3OdUDmTEyiEOqpeQIb9tVhwrk9wV5mCMSFXusjilcSJlt5fdw=w36-h36-p-rp-mo-br100","Sanja Radosavljevic","1 review · 5 photos","Edited 6 years ago","I went there for vaccination with a couple of friends in December 2017. Got charged double comparing to my friends because of a 'software mistake'. I am still waiting for an answer to my complaint for more than 8 months now... In the meanwhile they contacted a debt collector so now I have to pay bills I never made!!!!!!!!!!!! What a good way for UZ to fill their budget at expense of patients in need","","","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjV5kkPNQCBSsPYVtmQgVQYgVaoEzavgF8B93sIScNBPfh4rhlI=w36-h36-p-rp-mo-br100","Kevin Versaen","11 reviews","6 years ago","very friendly and capable staff, especially in the children's department","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocKsexWrJQYjwdC_s8be1edagudFTBjWhi__GqBTkVvT5xvhqA=w36-h36-p-rp-mo-br100","Haroun Trabelsi","","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWsWqrOrmPfMDQHpswsLS__ax1mZC0nvZvYLldAF-5_iSdqJYs2=w36-h36-p-rp-mo-ba6-br100","Alex T.","Local Guide · 177 reviews · 4,653 photos","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKSyppb6X2jHbcObYKor3BZ77NbdRC9iMhvMwT3YdZZL0d4Wg=w36-h36-p-rp-mo-ba3-br100","José Braem","Local Guide · 40 reviews","6 years ago","I visited Professor Boterberg in Ghent 1 week ago...a friendly doctor...explained everything very well in understandable language...I am now less afraid of the treatment...","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocLCyea-UwvupavH3ukBCUe9ireHJ_2-p0wwP-UBnNCcsibm=w36-h36-p-rp-mo-br100","Nathalie Bouzard","6 reviews · 1 photo","6 years ago","Top ophthalmology team: very welcoming, pleasant and very professional...
Very competent and attentive doctors.
Well done !
It really feels good to be in this really good hospital, clean and with good directions.

If only French hospitals could imitate them...","Translated by Google","・","See original (French)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUHmo-5oZo6zAy8ngHBh4zzn5VkprhbmLJAGY8dxLLEqdvyjJYNhw=w36-h36-p-rp-mo-ba3-br100","Sybe De Backer","Local Guide · 5 reviews · 75 photos","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLjHj623643KH8pTITTKvRKCt7ayRn4yLvvSkWhrZBDTD8pIg=w36-h36-p-rp-mo-br100","Steven Goemaere","","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJZ3x7o9manV0ibQyPTJ4oBSPuQUScTWJmcZCPP2_2lwAN2GA=w36-h36-p-rp-mo-ba3-br100","Boucart Maxime","Local Guide · 49 reviews","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXIcD5DKZk4Tk1rSPkyKkdPghdzXv9fRnxr-MEK7If1StZDzlJB=w36-h36-p-rp-mo-ba5-br100","Robby Vaerewyck","Local Guide · 131 reviews · 258 photos","6 years ago","Let's be honest, no one likes coming to the hospital. But now that we have been to U.Z. several times ourselves. Having been to Ghent, I must say that you are very well received here and the doctors are super friendly.
The appointments are always on time.
A central parking lot from which you can easily walk to the surrounding buildings and you should not be afraid of getting lost because everything is very well signposted.
There is a discount on the parking rate if you are a patient.","Translated by Google","・","See original (Dutch)","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjXbgZXyVDjMk_r1IyKdQeAgLD41uhe37Qg1nOdEvSmlvfFwhx14Zg=w36-h36-p-rp-mo-ba3-br100","Kim De Sutter","Local Guide · 29 reviews · 4 photos","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKqlFMgB91H_HpPkitxgjkQgyvRuLn4oHgSGu9ymR0_7p51Nw=w36-h36-p-rp-mo-ba3-br100","J Coene","Local Guide · 16 reviews","6 years ago","Always had the best professionals and correct help... sometimes not always friendly, but the result counts (people are under a lot of stress....)","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjVYa79NEhqiWy21vVFYcc0i70S0SBqdMZozFdhYI5PoVsGocdOG=w36-h36-p-rp-mo-ba2-br100","Robert Saussard Pepsi","Local Guide · 16 reviews · 12 photos","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX-5g3mvtbgB50N0bYM5QTTvrxbXCgqCkBpwjnrHvR-IEKTM5jV=w36-h36-p-rp-mo-ba3-br100","Hugo CLAUW (Compte Privé)","Local Guide · 59 reviews · 8 photos","6 years ago","11 years ago I had back surgery to avoid having SCOLIOSIS!  Now, but I went to see my surgeon a week ago and he told me that my scoliosis has stabilized, and I am very proud of this Prof. DR Franck Plassachaert and I am so proud to see this doctor and his medical team again! my opinion on this doctor I give 9.8/10 and 10/10 to the nurses and I give the opinion on the hospital 19.5/20!","Translated by Google","・","See original (French)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWt4n4WnLUvj7D8rXAAgDqvbTbr8qb5a4lmFm_uE2MxXFH_eP8=w36-h36-p-rp-mo-br100","Hugo C. Verhoeven","2 reviews","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU3PeuvNAA2TZD8b848xiHcRJPcurXIq1ZHdd37IqUOakitvvnd1Q=w36-h36-p-rp-mo-ba6-br100","Arno","Local Guide · 53 reviews · 2,066 photos","6 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIw8VEo4Ehpd1UZg54zad8pL4Ny-TXegQxfju4oBZ3dixj4aA=w36-h36-p-rp-mo-ba3-br100","Loes Ruyl","Local Guide · 19 reviews","7 years ago","Only praise for the doctors and nurses at the children's hospital. So patient-oriented, patient, understanding, knowledgeable and kind to the children.","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocLRuG3nxs3EJYtePqGG33Mopc6-V_Hx4xWGwgGO4ea5z9cakw=w36-h36-p-rp-mo-br100","Flex Relax","5 reviews","7 years ago","probably the best hospital in the world!

Mr.Heiniken","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUEq2S6LWE-0W4u1rFzfLdWDUk_A35pmWPhpsxeUcdGJ39FEYM=w36-h36-p-rp-mo-br100","Johana Fournier","2 reviews","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ95WgkOxFpUnrVJWY_yDK6URr1KWOF4ouzE9-ikzpTxw2Suw=w36-h36-p-rp-mo-br100","Theo Dedecker","10 reviews","7 years ago","Very good hospital prof and doctor nurse caring friendly staff recently operated there","Translated by Google","・","See original (Dutch)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a/ACg8ocJxQHki-CklJHROU5b2qZa8yq2Faeb7Q2UZud6GfwbkVz5g2A=w36-h36-p-rp-mo-br100","Kimmat Hailis","1 review","7 years ago","Unfriendly, unclear, they think they invented hot water, but there is no humanity there.","Translated by Google","・","See original (Dutch)","","","Share","Like","9"
"https://lh3.googleusercontent.com/a-/ALV-UjW1igBoqzgegwQfiiFsNzeNowQtyZqLLkyirIv-rXBH_PUALzY=w36-h36-p-rp-mo-br100","dewaele greta","1 photo","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKNa567qcVMJWeeWms_pX4C2uQfixTInd8zzbRWsyFEwL32bQ=w36-h36-p-rp-mo-br100","John Crabbe","","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVNN5EDidncgYz3EBtJRoQK0Tuo6kggbQJJ5mRQt4lt7Tj9x5Si=w36-h36-p-rp-mo-ba6-br100","Eddy Vandewalle","Local Guide · 574 reviews · 1,059 photos","7 years ago","Largest hospital in Ghent.","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWUN79MdKUi_EdUiLZGyb5n_wuulbmbfu-SnTUDzdfcM9BkBDCyPg=w36-h36-p-rp-mo-ba4-br100","Angelo De Bruyne","Local Guide · 87 reviews · 192 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUFgalgVqkIn8vFqs4NtbamJEghu9g8PamMmV7M6LnyyGbrV2RS2g=w36-h36-p-rp-mo-ba4-br100","Luke","Local Guide · 109 reviews · 128 photos","7 years ago","We have used this hospital on a few times and have been very satisfied.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWPqH0l1Ut-NpMlf7n8QA77YNuudjdcLSD5MvJFspSwhIXrti3h=w36-h36-p-rp-mo-br100","bob “Bobby” vp","1 review","7 years ago","It's just like a company, patients are treated like products, doctors only provide half the explanation or in an unintelligible ""language"", organization = catastrophe so waiting times are too long, the emergency room is also WAY too slow, a lot of arrogant - rude staff, it's just a shitty hospital, and all those who contradict this have something wrong with them.","Translated by Google","・","See original (Dutch)","","","Share","Like","16"
"https://lh3.googleusercontent.com/a/ACg8ocIzeZP330RUsJsXwu9KYqgggN6Ih1QfLodkrxJRfi-h1nU9kw=w36-h36-p-rp-mo-br100","Bernard Naessens","69 reviews · 9 photos","7 years ago","My son has spent some time here","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWNRHlCVzue7BhJkckfXc32CfDx5gEDOFheqOGTwGQlpWUmJAw=w36-h36-p-rp-mo-br100","De Boe Sylvain","","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLk59e-K32U59zo2mt5fp-ZZFR5SaS1peRZG00I7RSMD3hDcA=w36-h36-p-rp-mo-br100","shahbaz asmat","3 reviews","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLhyFSHNnkVROgKPZhCQHrG6biGhXsqR91RkwqI-_34ld940Q=w36-h36-p-rp-mo-ba4-br100","Michael Touw","Local Guide · 62 reviews · 149 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLzh7fK7wquwcVKjhCkXqWcLCqpmLkKcFCsUxXMBi4qP_HhesQ=w36-h36-p-rp-mo-br100","Jeffrey Streppel","2 reviews","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLtqRum3sk8pU4sGFHAbe9qkME3LxfGNJSY4XbkMrC04pMPYw=w36-h36-p-rp-mo-ba5-br100","Annick De Groote","Local Guide · 170 reviews · 13 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJcUIcpZlIhl3cTcdukeu1LdfsdM2Z154uKMHaSgFQ_9bHyMw=w36-h36-p-rp-mo-ba3-br100","Kevin Verpoorte","Local Guide · 6 reviews","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXupkUkKFloosCtntZx3NX5UlCXipBrtUlOlrzwGTYGMUvzRqOIEw=w36-h36-p-rp-mo-ba5-br100","Tim Gilliet","Local Guide · 172 reviews · 95 photos","7 years ago","Not nice","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocINK8R4vLNX6q4MzPYNdzIxeNnu0_QNL6W28wpg7kIHnJCpqw=w36-h36-p-rp-mo-br100","Anja Vermote","1 review","7 years ago","Had the most explanation since 8 months of misery","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWL4T4Wtiv-aTF2gZaleulLaFYE9VLSodIKoa9yJPwfoBU7zHtp=w36-h36-p-rp-mo-ba5-br100","cedric everaert","Local Guide · 240 reviews · 372 photos","7 years ago","Large hospital, with a maze of different buildings","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocKbzC-3oXrOC7CIkbN2BgtFQuNu_PnXwHr4YQk00eyiUo7DkQ=w36-h36-p-rp-mo-br100","Jir dounia","2 reviews","7 years ago","I would like to thank the entire medical team of the PMA department. You are truly competent, friendly and attentive. A true example of team spirit. You work with your hearts and you reach the heart of the patient. I thank Allah who directed me to you.","Translated by Google","・","See original (French)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjWQHtGXFYjxW9QrJnWwga5KqMj_PLGNFcQAJ8aCAQLI091-m-vB=w36-h36-p-rp-mo-br100","Momo","","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWoE9271VWTZwRZ80Z5FmUz4lCu7Rsi1JnipFZOQBvkrwnVQDza=w36-h36-p-rp-mo-ba3-br100","Nathalie Runge","Local Guide · 7 reviews · 6 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJHardO-hUrq1V2AdP8dqcEJIvmX8upotQdL25LxO7fNo9c=w36-h36-p-rp-mo-ba3-br100","Daan Vossaert","Local Guide","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVIRn0823Bo8Np5PPh-o_0yGDogaRGkIu30ttQ0r1jzLddfzKWS=w36-h36-p-rp-mo-ba3-br100","Diogo Bellacosa","Local Guide · 32 reviews · 32 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIql8aZ6bP6eSgI6nd6tPE_TvBdJTkkC3Uza-oWdHl_zJvLeg=w36-h36-p-rp-mo-br100","Rita Malfait","5 reviews","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWGKR4IPDxTZVp_nsc-dIJEpm8hWNzr-airWyGRP1wWhft8iN4=w36-h36-p-rp-mo-ba3-br100","jonny segaert","Local Guide · 37 reviews · 11 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWOXI8CvfR4Nfvwulp8q6XTnNqGzz-cWPFk0ZMfSa0Q_ev9yD70=w36-h36-p-rp-mo-br100","Kaat Daniels","7 reviews · 3 photos","7 years ago","A terrible treatment in the emergency room, there is a nurse there who is not allowed to work as a care provider. Very unfriendly, no compassion and acts as if you should be ashamed to ask for help. Worst treatment I have ever experienced in a hospital. Scandalous! Afterwards I was helped by a very sweet doctor, which made up for a lot.","Translated by Google","・","See original (Dutch)","","","Share","Like","10"
"https://lh3.googleusercontent.com/a-/ALV-UjWP2H28-rLSBPhhQK65VZrEm8y47EB70GbL0sqg8TWJHBeHHOBa_g=w36-h36-p-rp-mo-ba5-br100","Namaste K","Local Guide · 82 reviews · 492 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ6pwx5WsZD3iH2VreEHq4NP0nJY3oIpdOTdY9VMFmd4Vcr-Q=w36-h36-p-rp-mo-br100","Mathieu De Ruyck","1 review","7 years ago","Super","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjViaGuvr7-KGAkCU2FtsVaqCZIHhuD5Ssule28VsvrNjG-T0VA=w36-h36-p-rp-mo-br100","Nour Dine Diab","2 reviews","Edited 7 years ago","I would like to thank the staff of the ophthalmology department, really competent and super friendly. Well done.","Translated by Google","・","See original (French)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjXzGHLA9ytSc8ZM64ujzQX3t1Jc_wSITPeuV-JRxkPqXwUMhNw5ZQ=w36-h36-p-rp-mo-ba8-br100","Nicolas De Smyter","Local Guide · 1,685 reviews · 7,874 photos","7 years ago","One of the largest hospitals in Ghent, and Belgium too. All kind of doctors here","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWz1h7YtE4A4pNCKAbkPyCOjr3ps-LvwNulSqwZPXL8jNkQpZ_X=w36-h36-p-rp-mo-ba4-br100","Margaret Wouters","Local Guide · 66 reviews · 17 photos","Edited 7 years ago","Large Hospital with a lot of expertise. Found a small nice spot among the large ones.","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocK_yG4EyHx6hRslRUzB2gxfOCJg7GJuMsEWu0a8fTBZPTU8GA=w36-h36-p-rp-mo-ba2-br100","Viko “Darthvader” Smir","Local Guide · 22 reviews · 8 photos","7 years ago","Takes a really long time and it was at the so-called emergency room","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjXYcBNV6IvD7whVEeXCe3D3D8Z7MgokDlnOlTD583NFQbSOR_es=w36-h36-p-rp-mo-br100","Hans Scheire","168 reviews · 102 photos","7 years ago","the best (in my opinion)","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjVMCVwYep2zL9430gKopq9kqHyY9oeBiveHKHpG5Dpb744ZhFEDSA=w36-h36-p-rp-mo-br100","Aurelie Gommenginger","5 reviews","7 years ago","The medical services are fine but the hospital is badly managed. It is managed in a rather old-fashioned, bureaucratic way with too little respect for the patient/customer. For example, the hospital cancelled one of appointment for my son and rescheduled a new one at a time which was not convenient for us without informing us. So, we only found out on the day when the appointment was initially scheduled after having taken a half-day off work and driven all the way from Brussels to Ghent. The hospital supposedly sent us a letter whihc we never received...and who still sends letters nowdays anyway? ! I'm aware that unfortunately many hospitals may still have similar practices but I'm hoing sch reviews can act as a wake-up call for this sector!","","","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjWiwRmfpnnvvFUHgWN_1k-iLiU_CpuhjD6rjYLn7WrbTTsRSd8=w36-h36-p-rp-mo-ba6-br100","frank De Bruyne","Local Guide · 780 reviews · 668 photos","7 years ago","Super modern hospital with very competent staff.  Top","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocJb-xD80o4EFjjzESruQp0QZNmN-xzsj7fsfyzoucpAdcx6Ng=w36-h36-p-rp-mo-br100","miguel roels","","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV2_Qg5tcASMPvt1pAggztC3VsujbSVtD4gQlfe_oYHKMbnwrV1=w36-h36-p-rp-mo-ba3-br100","Marie","Local Guide · 42 reviews · 3 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV9jPF6uySR2Ya7uyHvZCu6zY44ZyKgwPSewcIjqMo46KjQMUER=w36-h36-p-rp-mo-br100","EMMa LaCa","1 review","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVVng0SvQaU0OUfPnbiO9lOkxAySZpqW1B72wgC8y2gKniWpQGx=w36-h36-p-rp-mo-ba3-br100","J. B.","Local Guide · 10 reviews · 14 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWAmOXoYYqWVyPPNCEKSm30tZlVC-88i19YkvbcOoH3eJKc25o=w36-h36-p-rp-mo-ba6-br100","Edwin van de Wege","Local Guide · 625 reviews · 227 photos","7 years ago","Large university hospital. Very knowledgeable staff. Nursing is also professional and helpful.","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUy7eSvRyGK6iR3GPhln2h3x5L5ZK05Q0ArDk9ScCITkJ1cGewl=w36-h36-p-rp-mo-ba4-br100","Ann Loffens","Local Guide · 36 reviews · 101 photos","7 years ago","In short: 'wonderful service!'

No matter which staff member of UZ Gent, the people still work here with a sparkling passion!

The staff here is very dynamic and sympathetic; they work here professionally with heart and soul. As a patient and/or visitor you will already notice the presence of skilled hands combined with a lot of knowledge and understanding.

No other hospital, anywhere, can match all of you in the UZ Gent Team! Your generally people-friendly, helpful hearts have already healed many ailments and wounds!
Likewise, all doctors and medical staff, from whatever service (blood collection service, PoliBas, orthopedic secretariat, internal care department of orthopedics staff, etc.) are like no other place in Belgium - I scoured enough hospitals to find out about this. to dare to express - so competent, so progressive and at the same time passionately working for people. Unlike other hospitals, human well-being is still central here. My sincere compliments to the general directors who do a fantastic job with their 'screenwork'!

The tram line stops in the center at the UZ Gent domain. (See attached photo)

The most specialized loving and aesthetically beautiful children's hospital is also located there. (see attached photo(s))

The parking has become financially ticket-friendly. Let this also mean a budgetary plus. More information can be found at the UZ Gent information desk or on the general UZ Gent number.

Healthy regards,

Yoeka & Ann Loffens
And Kris, my dear friend who turned out to be overenthusiastic about UZ Gent.","Translated by Google","・","See original (Dutch)","","","Share","Like","10"
"https://lh3.googleusercontent.com/a/ACg8ocKcyZgj6Kb2_APczUIvv-4wIcYTFSarHmFf_nP0hNHiBQjvNQ=w36-h36-p-rp-mo-br100","DE VLIEGER NORBERT","1 review","7 years ago","I went to the pain clinic on July 20 with my letter in French to be told that you were coming here as a French speaker, our doctors are not trained in French, they could not understand you and neither can you.","Translated by Google","・","See original (French)","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjXAPmFrA3NJUQ9vQwtguD89v0sQnNOw5OLuRjFjLTOTZZMSZMP4wA=w36-h36-p-rp-mo-br100","iris geens","1 photo","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVdb2oXpTiqzkFEFQtlf5Y7aWVd0EYdejwV1BVNkXhopqcoXC-t=w36-h36-p-rp-mo-ba4-br100","lorenzo","Local Guide · 9 reviews · 10 photos","7 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLtdgkSHuNlI8coOo9GxnyBbCDGac0ZAzFwkS4Dm-8gJYkUnA=w36-h36-p-rp-mo-br100","Erika Lebrun","8 reviews · 10 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVmnpRqatMdgVxp3sM5CwogO46NmEyiuOeOVaNrxv0HOvz72BGm=w36-h36-p-rp-mo-ba8-br100","Dominique Van Durpe","Local Guide · 768 reviews · 23,223 photos","8 years ago","Extensive hospital complex where probably the most medical expertise is gathered in East Flanders.","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjX2tNV006T3mkBkr0MedKsJFjLsuCMHWXGh5IqTffxhvG-QJe7Q=w36-h36-p-rp-mo-ba5-br100","Stijn Debuf","Local Guide · 31 reviews · 530 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWDFreC6LbukeahIbLV6d1leSXmquOIoemn4zXleocto0ovW34VPA=w36-h36-p-rp-mo-ba3-br100","JOSKE UYTTERSPROT","Local Guide · 45 reviews · 5 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWp6XpW_4izZCDCtASAU8NWW3EZ380nYiBUhmUYGlnVj-rSSjLP=w36-h36-p-rp-mo-br100","Amélie Lerminiaux","3 reviews","8 years ago","The employees could be a bit friendlier and more helpful on the phone!","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocKE_FOuyQt69V9_xJ8KFhgYfTaZ8aSX0k5W-wmGcq7e_eJ_9Q=w36-h36-p-rp-mo-br100","Giselle Druez","4 reviews","8 years ago","Very helpful","Translated by Google","・","See original (French)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjWRbKgprE1E3hLGm8gcz5zOh2ZDm2Z8zPLodzSdKCUgj2nQOXF3=w36-h36-p-rp-mo-ba3-br100","Tamer Abi","Local Guide · 36 reviews · 27 photos","8 years ago","The telephone number on the site is incorrect. I am told that it is blocked. Does the hospital still exist? And if so, does anyone have the right number?","Translated by Google","・","See original (Dutch)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocJti72uCx848MdOWV2Dr9ZEPBi3tbsZ_lKUFTF26ROoIiDjnQ=w36-h36-p-rp-mo-ba2-br100","Bram Van Overmeire","Local Guide · 15 reviews · 2 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXQB6fUuLQyyOfgjkTvtFy4rTqhMeaKJ_WwBGDO9L7J37Nahd4=w36-h36-p-rp-mo-br100","sylvie wille","4 reviews","8 years ago","Long waits everywhere","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocLDawB67y1DqiBvmQs_rYrVUvqCZKSCWXPIB1BwHkRjnpbRQA=w36-h36-p-rp-mo-ba4-br100","caroline andries","Local Guide · 8 photos","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLIui1xrFtzX8NHR_tiiX51cB_-uIoQOC_q2alBnLJg4k4YWQ=w36-h36-p-rp-mo-br100","Kelly Janssens","","8 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX7IcfJYzoQTa0jotNA_p1IiE_tLJ0PPUahq4mInZeCWBepC8E=w36-h36-p-rp-mo-ba3-br100","Jelle Coremans","Local Guide · 32 reviews · 1 photo","8 years ago","No parking: 20min queue to get to the parking, 25min search for a place and drove away out of pure misery. Sick people are irritated instead of helped.","Translated by Google","・","See original (Dutch)","","","Share","Like","7"
